transportation_id,depart_id,dest_id,depart_nm,dest_nm,depart_time,destination_time,grade,fare,duration,trans_cate
trans_train_00925,C10,C07,부산,울산,6:10:00,6:33:00,KTX,30000,23,train
trans_train_00926,C10,C06,부산,경주,6:10:00,6:45:00,KTX,11000,35,train
trans_train_00927,C09,C05,밀양,대구,15:43:00,16:32:00,일반열차,3000,49,train
trans_train_00928,C05,C04,대구,대전,16:01:00,16:43:00,KTX,18000,42,train
trans_train_00929,C10,C03,부산,천안,6:10:00,8:21:00,KTX,30000,132,train
trans_train_03763,C10,C01,부산,서울,6:10:00,9:03:00,KTX,30000,173,train
trans_train_01253,C07,C06,울산,경주,6:33:00,6:45:00,KTX,8400,12,train
trans_train_00932,C09,C05,밀양,대구,15:48:00,16:21:00,일반열차,3000,33,train
trans_train_00933,C05,C04,대구,대전,16:06:00,16:48:00,KTX,18000,42,train
trans_train_03786,C07,C03,울산,천안,6:33:00,8:21:00,KTX,30000,109,train
trans_train_01271,C07,C01,울산,서울,6:33:00,9:03:00,KTX,30000,150,train
trans_train_00936,C09,C05,밀양,대구,16:08:00,16:50:00,일반열차,3000,42,train
trans_train_00937,C05,C04,대구,대전,16:33:00,17:15:00,KTX,18000,42,train
trans_train_01283,C06,C03,경주,천안,6:45:00,8:21:00,KTX,30000,97,train
trans_train_00939,C06,C01,경주,서울,6:45:00,9:03:00,KTX,30000,138,train
trans_train_00940,C05,C04,대구,대전,16:40:00,17:31:00,KTX,18000,51,train
trans_train_00941,C05,C03,대구,천안,7:03:00,8:21:00,KTX,30000,78,train
trans_train_00942,C05,C01,대구,서울,7:03:00,9:03:00,KTX,30000,120,train
trans_train_00943,C04,C03,대전,천안,7:51:00,8:21:00,KTX,30000,31,train
trans_train_00944,C04,C01,대전,서울,7:51:00,9:03:00,KTX,30000,72,train
trans_train_03813,C03,C01,천안,서울,8:21:00,9:03:00,KTX,30000,42,train
trans_train_01293,C10,C07,부산,울산,6:22:00,6:45:00,KTX,30000,23,train
trans_train_00947,C10,C06,부산,경주,6:22:00,6:57:00,KTX,11000,35,train
trans_train_03835,C09,C05,밀양,대구,17:00:00,17:33:00,일반열차,3000,33,train
trans_train_01303,C05,C04,대구,대전,17:10:00,17:57:00,KTX,18000,48,train
trans_train_00950,C10,C01,부산,서울,6:22:00,9:07:00,KTX,30000,165,train
trans_train_01318,C07,C06,울산,경주,6:45:00,6:57:00,KTX,8400,12,train
trans_train_00952,C09,C05,밀양,대구,17:06:00,17:47:00,일반열차,3000,41,train
trans_train_00953,C05,C04,대구,대전,17:19:00,18:07:00,KTX,18000,48,train
trans_train_00954,C07,C01,울산,서울,6:45:00,9:07:00,KTX,30000,142,train
trans_train_03855,C09,C05,밀양,대구,17:35:00,18:18:00,일반열차,3000,43,train
trans_train_01333,C06,C01,경주,서울,6:57:00,9:07:00,KTX,30000,130,train
trans_train_00957,C05,C04,대구,대전,17:44:00,18:26:00,KTX,18000,42,train
trans_train_00958,C05,C01,대구,서울,7:15:00,9:07:00,KTX,30000,112,train
trans_train_03878,C04,C01,대전,서울,8:06:00,9:07:00,KTX,30000,61,train
trans_train_01346,C10,C06,부산,경주,6:42:00,7:10:00,KTX,11000,29,train
trans_train_00961,C09,C05,밀양,대구,18:18:00,18:54:00,일반열차,3000,36,train
trans_train_00962,C05,C04,대구,대전,17:48:00,18:30:00,KTX,18000,42,train
trans_train_01361,C10,C02,부산,수원,6:42:00,9:25:00,KTX,30000,164,train
trans_train_00964,C10,C01,부산,서울,6:42:00,9:56:00,KTX,30000,194,train
trans_train_00965,C09,C05,밀양,대구,18:45:00,19:26:00,일반열차,3000,41,train
trans_train_00966,C05,C04,대구,대전,17:52:00,18:39:00,KTX,18000,48,train
trans_train_00967,C06,C02,경주,수원,7:10:00,9:25:00,KTX,30000,135,train
trans_train_00968,C06,C01,경주,서울,7:10:00,9:56:00,KTX,30000,166,train
trans_train_01367,C05,C02,대구,수원,7:30:00,9:25:00,KTX,30000,116,train
trans_train_00970,C05,C01,대구,서울,7:30:00,9:56:00,KTX,30000,146,train
trans_train_00971,C04,C02,대전,수원,8:14:00,9:25:00,KTX,30000,72,train
trans_train_00972,C04,C01,대전,서울,8:14:00,9:56:00,KTX,30000,102,train
trans_train_00973,C02,C01,수원,서울,9:25:00,9:56:00,KTX,30000,31,train
trans_train_00974,C02,C09,수원,밀양,9:45:00,13:19:00,일반열차,20000,214,train
trans_train_00975,C10,C08,부산,경산,6:16:00,7:22:00,KTX,10700,66,train
trans_train_00976,C09,C05,밀양,대구,19:08:00,19:49:00,일반열차,3000,41,train
trans_train_03902,C05,C04,대구,대전,18:14:00,18:56:00,KTX,18000,42,train
trans_train_01373,C10,C03,부산,천안,6:16:00,8:51:00,KTX,30000,155,train
trans_train_00979,C10,C01,부산,서울,6:16:00,9:32:00,KTX,30000,196,train
trans_train_00980,C09,C08,밀양,경산,6:56:00,7:22:00,KTX,8400,26,train
trans_train_00981,C09,C05,밀양,대구,20:04:00,20:54:00,일반열차,3000,50,train
trans_train_03910,C05,C04,대구,대전,18:43:00,19:27:00,KTX,18000,44,train
trans_train_01380,C09,C03,밀양,천안,6:56:00,8:51:00,KTX,30000,115,train
trans_train_00984,C09,C01,밀양,서울,6:56:00,9:32:00,KTX,30000,156,train
trans_train_00985,C09,C05,밀양,대구,20:02:00,20:35:00,일반열차,3000,33,train
trans_train_03930,C05,C04,대구,대전,18:49:00,19:38:00,KTX,18000,49,train
trans_train_01395,C08,C03,경산,천안,7:22:00,8:51:00,KTX,30000,89,train
trans_train_00988,C08,C01,경산,서울,7:22:00,9:32:00,KTX,30000,130,train
trans_train_00989,C05,C04,대구,대전,19:09:00,19:52:00,KTX,18000,43,train
trans_train_01410,C05,C03,대구,천안,7:33:00,8:51:00,KTX,30000,78,train
trans_train_00991,C05,C01,대구,서울,7:33:00,9:32:00,KTX,30000,119,train
trans_train_00992,C04,C03,대전,천안,8:20:00,8:51:00,KTX,30000,31,train
trans_train_00993,C04,C01,대전,서울,8:20:00,9:32:00,KTX,30000,72,train
trans_train_00994,C03,C01,천안,서울,8:51:00,9:32:00,KTX,30000,41,train
trans_train_00995,C10,C07,부산,울산,7:00:00,7:23:00,KTX,30000,23,train
trans_train_00996,C09,C05,밀양,대구,20:53:00,21:37:00,일반열차,3000,44,train
trans_train_00997,C05,C04,대구,대전,19:29:00,20:16:00,KTX,18000,48,train
trans_train_03941,C10,C01,부산,서울,7:00:00,9:41:00,KTX,30000,161,train
trans_train_01423,C09,C05,밀양,대구,22:03:00,22:44:00,일반열차,3000,41,train
trans_train_01000,C05,C04,대구,대전,19:53:00,20:35:00,KTX,18000,42,train
trans_train_01001,C07,C01,울산,서울,7:23:00,9:41:00,KTX,30000,138,train
trans_train_03959,C05,C04,대구,대전,20:02:00,20:44:00,KTX,18000,43,train
trans_train_01430,C05,C01,대구,서울,7:48:00,9:41:00,KTX,30000,113,train
trans_train_01004,C04,C01,대전,서울,8:35:00,9:41:00,KTX,30000,66,train
trans_train_03984,C10,C07,부산,울산,7:23:00,7:46:00,KTX,30000,23,train
trans_train_01440,C10,C06,부산,경주,7:23:00,7:58:00,KTX,11000,35,train
trans_train_01007,C10,C05,부산,대구,4:45:00,5:38:00,KTX,12000,54,train
trans_train_01461,C05,C04,대구,대전,20:05:00,21:01:00,KTX,18000,56,train
trans_train_01009,C10,C03,부산,천안,7:23:00,9:33:00,KTX,30000,130,train
trans_train_01010,C10,C01,부산,서울,7:23:00,10:14:00,KTX,30000,171,train
trans_train_01011,C07,C06,울산,경주,7:46:00,7:58:00,KTX,8400,12,train
trans_train_04005,C10,C05,부산,대구,4:39:00,5:52:00,KTX,12000,74,train
trans_train_01476,C05,C04,대구,대전,20:27:00,21:10:00,KTX,18000,43,train
trans_train_01014,C07,C03,울산,천안,7:46:00,9:33:00,KTX,30000,107,train
trans_train_01015,C07,C01,울산,서울,7:46:00,10:14:00,KTX,30000,148,train
trans_train_04039,C10,C05,부산,대구,5:10:00,5:58:00,KTX,12000,48,train
trans_train_01486,C05,C04,대구,대전,20:32:00,21:14:00,KTX,18000,42,train
trans_train_01018,C06,C03,경주,천안,7:58:00,9:33:00,KTX,30000,95,train
trans_train_01019,C06,C01,경주,서울,7:58:00,10:14:00,KTX,30000,136,train
trans_train_01496,C05,C04,대구,대전,20:36:00,21:18:00,KTX,18000,43,train
trans_train_01021,C05,C03,대구,천안,8:16:00,9:33:00,KTX,30000,77,train
trans_train_01022,C05,C01,대구,서울,8:16:00,10:14:00,KTX,30000,118,train
trans_train_01023,C04,C03,대전,천안,9:07:00,9:33:00,KTX,30000,26,train
trans_train_01024,C04,C01,대전,서울,9:07:00,10:14:00,KTX,30000,67,train
trans_train_01025,C03,C01,천안,서울,9:33:00,10:14:00,KTX,30000,41,train
trans_train_03025,C10,C07,부산,울산,7:50:00,8:13:00,KTX,30000,23,train
trans_train_01027,C10,C05,부산,대구,5:20:00,6:07:00,KTX,12000,48,train
trans_train_04067,C05,C04,대구,대전,20:58:00,21:40:00,KTX,18000,42,train
trans_train_01517,C10,C03,부산,천안,7:50:00,9:56:00,KTX,30000,127,train
trans_train_01030,C10,C01,부산,서울,7:50:00,10:38:00,KTX,30000,168,train
trans_train_01031,C10,C05,부산,대구,5:40:00,6:28:00,KTX,12000,48,train
trans_train_01032,C05,C04,대구,대전,21:33:00,22:15:00,KTX,18000,42,train
trans_train_04091,C07,C03,울산,천안,8:13:00,9:56:00,KTX,30000,104,train
trans_train_01538,C07,C01,울산,서울,8:13:00,10:38:00,KTX,30000,145,train
trans_train_01035,C05,C04,대구,대전,21:49:00,22:37:00,KTX,18000,49,train
trans_train_01036,C05,C03,대구,천안,8:38:00,9:56:00,KTX,30000,79,train
trans_train_04099,C05,C01,대구,서울,8:38:00,10:38:00,KTX,30000,120,train
trans_train_01553,C04,C03,대전,천안,9:25:00,9:56:00,KTX,30000,31,train
trans_train_01039,C04,C01,대전,서울,9:25:00,10:38:00,KTX,30000,73,train
trans_train_01040,C03,C01,천안,서울,9:56:00,10:38:00,KTX,30000,42,train
trans_train_01562,C10,C07,부산,울산,8:10:00,8:33:00,KTX,30000,23,train
trans_train_01042,C10,C05,부산,대구,6:10:00,7:03:00,KTX,12000,54,train
trans_train_01043,C05,C04,대구,대전,21:51:00,22:42:00,KTX,18000,51,train
trans_train_01044,C10,C03,부산,천안,8:10:00,10:10:00,KTX,30000,120,train
trans_train_01045,C10,C01,부산,서울,8:10:00,10:46:00,KTX,30000,156,train
trans_train_01046,C10,C05,부산,대구,6:22:00,7:15:00,KTX,12000,54,train
trans_train_01047,C05,C04,대구,대전,22:22:00,23:10:00,KTX,18000,48,train
trans_train_04119,C07,C03,울산,천안,8:33:00,10:10:00,KTX,30000,97,train
trans_train_01577,C07,C01,울산,서울,8:33:00,10:46:00,KTX,30000,133,train
trans_train_01050,C05,C04,대구,대전,22:31:00,23:13:00,KTX,18000,42,train
trans_train_04129,C05,C03,대구,천안,8:58:00,10:10:00,KTX,30000,72,train
trans_train_01587,C05,C01,대구,서울,8:58:00,10:46:00,KTX,30000,108,train
trans_train_01053,C04,C03,대전,천안,9:46:00,10:10:00,KTX,30000,24,train
trans_train_01605,C04,C01,대전,서울,9:46:00,10:46:00,KTX,30000,60,train
trans_train_01055,C03,C01,천안,서울,10:10:00,10:46:00,KTX,30000,36,train
trans_train_01056,C10,C07,부산,울산,8:20:00,8:43:00,KTX,30000,23,train
trans_train_01057,C10,C05,부산,대구,6:42:00,7:30:00,KTX,12000,48,train
trans_train_01058,C05,C04,대구,대전,22:48:00,23:30:00,KTX,18000,43,train
trans_train_00892,C10,C02,부산,수원,8:20:00,11:01:00,KTX,30000,162,train
trans_train_01623,C10,C01,부산,서울,8:20:00,11:32:00,KTX,30000,192,train
trans_train_01061,C10,C05,부산,대구,6:16:00,7:33:00,KTX,12000,77,train
trans_train_01062,C05,C04,대구,대전,22:57:00,23:39:00,KTX,18000,42,train
trans_train_01063,C07,C02,울산,수원,8:43:00,11:01:00,KTX,30000,139,train
trans_train_00915,C07,C01,울산,서울,8:43:00,11:32:00,KTX,30000,169,train
trans_train_01635,C05,C04,대구,대전,23:38:00,0:20:00,KTX,18000,42,train
trans_train_01066,C05,C02,대구,수원,9:08:00,11:01:00,KTX,30000,114,train
trans_train_01067,C05,C01,대구,서울,9:08:00,11:32:00,KTX,30000,144,train
trans_train_00930,C04,C02,대전,수원,9:51:00,11:01:00,KTX,30000,71,train
trans_train_01650,C04,C01,대전,서울,9:51:00,11:32:00,KTX,30000,101,train
trans_train_01070,C02,C01,수원,서울,11:01:00,11:32:00,KTX,30000,31,train
trans_train_01071,C02,C09,수원,밀양,10:31:00,14:56:00,일반열차,20000,265,train
trans_train_01660,C10,C05,부산,대구,7:00:00,7:48:00,KTX,12000,48,train
trans_train_01073,C05,C04,대구,대전,6:18:00,7:00:00,KTX,18000,42,train
trans_train_01074,C10,C01,부산,서울,8:07:00,11:17:00,KTX,30000,190,train
trans_train_01075,C10,C05,부산,대구,7:23:00,8:16:00,KTX,12000,54,train
trans_train_01076,C05,C04,대구,대전,7:57:00,8:44:00,KTX,18000,47,train
trans_train_01077,C09,C01,밀양,서울,8:47:00,11:17:00,KTX,30000,150,train
trans_train_01078,C05,C04,대구,대전,10:40:00,11:22:00,KTX,18000,42,train
trans_train_00945,C05,C01,대구,서울,9:20:00,11:17:00,KTX,30000,117,train
trans_train_01681,C04,C01,대전,서울,10:11:00,11:17:00,KTX,30000,66,train
trans_train_01081,C10,C07,부산,울산,8:40:00,9:03:00,KTX,30000,23,train
trans_train_01082,C10,C06,부산,경주,8:40:00,9:15:00,KTX,11000,35,train
trans_train_00955,C10,C05,부산,대구,7:50:00,8:38:00,KTX,12000,48,train
trans_train_01702,C05,C04,대구,대전,10:52:00,11:34:00,KTX,18000,42,train
trans_train_01085,C10,C01,부산,서울,8:40:00,11:27:00,KTX,30000,167,train
trans_train_01086,C07,C06,울산,경주,9:03:00,9:15:00,KTX,8400,12,train
trans_train_01715,C10,C05,부산,대구,8:10:00,8:58:00,KTX,12000,48,train
trans_train_01088,C07,C01,울산,서울,9:03:00,11:27:00,KTX,30000,144,train
trans_train_01089,C10,C05,부산,대구,8:20:00,9:08:00,KTX,12000,48,train
trans_train_01090,C05,C04,대구,대전,11:45:00,12:28:00,KTX,18000,43,train
trans_train_01091,C06,C01,경주,서울,9:15:00,11:27:00,KTX,30000,132,train
trans_train_01092,C05,C04,대구,대전,13:14:00,14:02:00,KTX,18000,48,train
trans_train_01093,C05,C01,대구,서울,9:33:00,11:27:00,KTX,30000,114,train
trans_train_00977,C04,C01,대전,서울,10:16:00,11:27:00,KTX,30000,71,train
trans_train_01725,C10,C07,부산,울산,8:50:00,9:13:00,KTX,30000,23,train
trans_train_01096,C10,C05,부산,대구,8:07:00,9:20:00,KTX,12000,74,train
trans_train_01097,C10,C01,부산,서울,8:50:00,11:26:00,KTX,30000,156,train
trans_train_00998,C10,C05,부산,대구,8:40:00,9:33:00,KTX,12000,54,train
trans_train_01740,C07,C01,울산,서울,9:13:00,11:26:00,KTX,30000,133,train
trans_train_01100,C05,C01,대구,서울,9:38:00,11:26:00,KTX,30000,108,train
trans_train_01101,C04,C01,대전,서울,10:26:00,11:26:00,KTX,30000,60,train
trans_train_01750,C10,C07,부산,울산,9:06:00,9:29:00,KTX,30000,23,train
trans_train_01103,C10,C05,부산,대구,8:50:00,9:38:00,KTX,12000,49,train
trans_train_01104,C05,C04,대구,대전,16:14:00,16:56:00,KTX,18000,42,train
trans_train_01105,C10,C03,부산,천안,9:06:00,11:06:00,KTX,30000,121,train
trans_train_01106,C10,C01,부산,서울,9:06:00,11:47:00,KTX,30000,161,train
trans_train_01107,C10,C05,부산,대구,9:06:00,9:54:00,KTX,12000,48,train
trans_train_01108,C05,C04,대구,대전,17:04:00,17:51:00,KTX,18000,47,train
trans_train_01012,C07,C03,울산,천안,9:29:00,11:06:00,KTX,30000,98,train
trans_train_01760,C07,C01,울산,서울,9:29:00,11:47:00,KTX,30000,138,train
trans_train_01111,C05,C04,대구,대전,18:37:00,19:19:00,KTX,18000,42,train
trans_train_01112,C05,C03,대구,천안,9:54:00,11:06:00,KTX,30000,73,train
trans_train_01028,C05,C01,대구,서울,9:54:00,11:47:00,KTX,30000,113,train
trans_train_01772,C04,C03,대전,천안,10:36:00,11:06:00,KTX,30000,31,train
trans_train_01115,C04,C01,대전,서울,10:36:00,11:47:00,KTX,30000,71,train
trans_train_01116,C03,C01,천안,서울,11:06:00,11:47:00,KTX,30000,41,train
trans_train_01787,C10,C05,부산,대구,9:27:00,10:08:00,KTX,12000,41,train
trans_train_01118,C05,C04,대구,대전,19:37:00,20:24:00,KTX,18000,47,train
trans_train_01119,C10,C01,부산,서울,9:27:00,11:51:00,KTX,30000,144,train
trans_train_01120,C05,C01,대구,서울,10:08:00,11:51:00,KTX,30000,103,train
trans_train_01121,C04,C01,대전,서울,10:58:00,11:51:00,KTX,30000,53,train
trans_train_01122,C10,C07,부산,울산,9:44:00,10:07:00,KTX,30000,23,train
trans_train_03048,C10,C05,부산,대구,9:44:00,10:32:00,KTX,12000,48,train
trans_train_01048,C05,C04,대구,대전,20:02:00,20:44:00,KTX,18000,42,train
trans_train_01926,C10,C01,부산,서울,9:44:00,12:13:00,KTX,30000,149,train
trans_train_01126,C05,C04,대구,대전,22:17:00,22:59:00,KTX,18000,42,train
trans_train_01059,C07,C01,울산,서울,10:07:00,12:13:00,KTX,30000,126,train
trans_train_01932,C05,C04,대구,대전,6:41:00,8:51:00,일반열차,9000,130,train
trans_train_01129,C05,C01,대구,서울,10:32:00,12:13:00,KTX,30000,101,train
trans_train_01938,C04,C01,대전,서울,11:14:00,12:13:00,KTX,30000,59,train
trans_train_01131,C10,C05,부산,대구,10:03:00,10:44:00,KTX,12000,41,train
trans_train_01132,C05,C04,대구,대전,7:08:00,9:11:00,일반열차,9000,123,train
trans_train_01133,C10,C05,부산,대구,10:20:00,11:13:00,KTX,12000,54,train
trans_train_01134,C05,C04,대구,대전,7:40:00,9:23:00,일반열차,9000,103,train
trans_train_01079,C05,C04,대구,대전,8:06:00,10:09:00,일반열차,9000,123,train
trans_train_01945,C10,C05,부산,대구,10:06:00,11:22:00,KTX,12000,76,train
trans_train_01137,C05,C04,대구,대전,8:27:00,10:33:00,일반열차,9000,126,train
trans_train_01138,C10,C03,부산,천안,10:03:00,11:50:00,KTX,30000,107,train
trans_train_01094,C10,C01,부산,서울,10:03:00,12:31:00,KTX,30000,148,train
trans_train_01954,C05,C04,대구,대전,9:12:00,11:09:00,일반열차,9000,117,train
trans_train_01141,C05,C03,대구,천안,10:44:00,11:50:00,KTX,30000,66,train
trans_train_01109,C05,C01,대구,서울,10:44:00,12:31:00,KTX,30000,107,train
trans_train_01961,C04,C03,대전,천안,11:26:00,11:50:00,KTX,30000,24,train
trans_train_01144,C04,C01,대전,서울,11:26:00,12:31:00,KTX,30000,65,train
trans_train_01970,C03,C01,천안,서울,11:50:00,12:31:00,KTX,30000,41,train
trans_train_01146,C10,C07,부산,울산,10:20:00,10:43:00,KTX,30000,23,train
trans_train_01147,C10,C06,부산,경주,10:20:00,10:55:00,KTX,11000,35,train
trans_train_01148,C10,C05,부산,대구,11:00:00,11:48:00,KTX,12000,49,train
trans_train_01124,C05,C04,대구,대전,9:48:00,11:48:00,일반열차,9000,120,train
trans_train_01976,C10,C01,부산,서울,10:20:00,13:02:00,KTX,30000,162,train
trans_train_01151,C07,C06,울산,경주,10:43:00,10:55:00,KTX,8400,12,train
trans_train_01135,C10,C05,부산,대구,12:00:00,12:49:00,KTX,12000,49,train
trans_train_01982,C05,C04,대구,대전,10:31:00,12:34:00,일반열차,9000,123,train
trans_train_01154,C07,C01,울산,서울,10:43:00,13:02:00,KTX,30000,139,train
trans_train_01989,C10,C05,부산,대구,12:30:00,13:23:00,KTX,12000,54,train
trans_train_01156,C05,C04,대구,대전,10:25:00,12:10:00,일반열차,9000,105,train
trans_train_01157,C06,C01,경주,서울,10:55:00,13:02:00,KTX,30000,127,train
trans_train_01158,C05,C04,대구,대전,10:58:00,12:44:00,일반열차,9000,106,train
trans_train_01149,C05,C01,대구,서울,11:13:00,13:02:00,KTX,30000,109,train
trans_train_01998,C04,C01,대전,서울,11:55:00,13:02:00,KTX,30000,67,train
trans_train_01161,C02,C09,수원,밀양,11:34:00,15:04:00,일반열차,20000,210,train
trans_train_01162,C10,C05,부산,대구,13:10:00,13:58:00,KTX,12000,48,train
trans_train_01159,C05,C04,대구,대전,12:11:00,14:06:00,일반열차,9000,116,train
trans_train_02004,C10,C01,부산,서울,10:06:00,13:09:00,KTX,30000,183,train
trans_train_01165,C10,C05,부산,대구,13:25:00,14:06:00,KTX,12000,41,train
trans_train_01166,C05,C04,대구,대전,12:44:00,14:30:00,일반열차,9000,106,train
trans_train_02011,C09,C01,밀양,서울,10:46:00,13:09:00,KTX,30000,143,train
trans_train_01168,C05,C04,대구,대전,13:13:00,15:10:00,일반열차,9000,117,train
trans_train_01169,C05,C01,대구,서울,11:22:00,13:09:00,KTX,30000,107,train
trans_train_01170,C04,C01,대전,서울,12:10:00,13:09:00,KTX,30000,59,train
trans_train_01171,C10,C07,부산,울산,11:00:00,11:23:00,KTX,30000,23,train
trans_train_01172,C10,C05,부산,대구,13:30:00,14:11:00,KTX,12000,41,train
trans_train_01173,C05,C04,대구,대전,14:39:00,16:24:00,일반열차,9000,105,train
trans_train_02020,C10,C01,부산,서울,11:00:00,13:43:00,KTX,30000,163,train
trans_train_01175,C10,C05,부산,대구,13:29:00,14:45:00,KTX,12000,76,train
trans_train_02026,C05,C04,대구,대전,15:16:00,16:59:00,일반열차,9000,103,train
trans_train_01177,C07,C01,울산,서울,11:23:00,13:43:00,KTX,30000,140,train
trans_train_01178,C05,C04,대구,대전,15:03:00,17:11:00,일반열차,9000,129,train
trans_train_01179,C05,C01,대구,서울,11:48:00,13:43:00,KTX,30000,115,train
trans_train_01180,C04,C01,대전,서울,12:37:00,13:43:00,KTX,30000,66,train
trans_train_02033,C10,C07,부산,울산,12:00:00,12:23:00,KTX,30000,23,train
trans_train_01182,C10,C05,부산,대구,14:00:00,14:48:00,KTX,12000,48,train
trans_train_01190,C05,C04,대구,대전,16:21:00,18:09:00,일반열차,9000,108,train
trans_train_02043,C10,C03,부산,천안,12:00:00,14:08:00,KTX,30000,128,train
trans_train_01185,C10,C01,부산,서울,12:00:00,14:49:00,KTX,30000,169,train
trans_train_03514,C10,C05,부산,대구,14:20:00,15:07:00,KTX,12000,48,train
trans_train_01187,C05,C04,대구,대전,16:50:00,18:45:00,일반열차,9000,115,train
trans_train_01188,C07,C03,울산,천안,12:23:00,14:08:00,KTX,30000,105,train
trans_train_01189,C07,C01,울산,서울,12:23:00,14:49:00,KTX,30000,146,train
trans_train_01199,C05,C04,대구,대전,17:33:00,19:16:00,일반열차,9000,103,train
trans_train_03542,C05,C03,대구,천안,12:49:00,14:08:00,KTX,30000,79,train
trans_train_01192,C05,C01,대구,서울,12:49:00,14:49:00,KTX,30000,120,train
trans_train_01211,C04,C03,대전,천안,13:37:00,14:08:00,KTX,30000,31,train
trans_train_03563,C04,C01,대전,서울,13:37:00,14:49:00,KTX,30000,72,train
trans_train_01195,C03,C01,천안,서울,14:08:00,14:49:00,KTX,30000,41,train
trans_train_03582,C10,C07,부산,울산,12:30:00,12:53:00,KTX,30000,23,train
trans_train_01197,C10,C06,부산,경주,12:30:00,13:05:00,KTX,11000,35,train
trans_train_01198,C10,C05,부산,대구,14:30:00,15:24:00,KTX,12000,54,train
trans_train_01225,C05,C04,대구,대전,17:47:00,19:44:00,일반열차,9000,117,train
trans_train_03604,C10,C01,부산,서울,12:30:00,15:12:00,KTX,30000,162,train
trans_train_01201,C07,C06,울산,경주,12:53:00,13:05:00,KTX,8400,12,train
trans_train_01202,C10,C05,부산,대구,15:01:00,15:42:00,KTX,12000,41,train
trans_train_03632,C05,C04,대구,대전,18:18:00,20:25:00,일반열차,9000,127,train
trans_train_01204,C07,C01,울산,서울,12:53:00,15:12:00,KTX,30000,139,train
trans_train_01205,C10,C05,부산,대구,15:20:00,16:01:00,KTX,12000,41,train
trans_train_01206,C05,C04,대구,대전,18:26:00,20:09:00,일반열차,9000,103,train
trans_train_01207,C06,C01,경주,서울,13:05:00,15:12:00,KTX,30000,127,train
trans_train_01208,C05,C04,대구,대전,18:54:00,20:39:00,일반열차,9000,105,train
trans_train_01209,C05,C01,대구,서울,13:23:00,15:12:00,KTX,30000,109,train
trans_train_01210,C04,C01,대전,서울,14:06:00,15:12:00,KTX,30000,66,train
trans_train_01235,C10,C07,부산,울산,13:10:00,13:33:00,KTX,30000,23,train
trans_train_03651,C10,C05,부산,대구,15:25:00,16:06:00,KTX,12000,41,train
trans_train_01213,C05,C04,대구,대전,19:26:00,21:22:00,일반열차,9000,116,train
trans_train_01214,C10,C03,부산,천안,13:10:00,15:10:00,KTX,30000,121,train
trans_train_01245,C10,C01,부산,서울,13:10:00,15:46:00,KTX,30000,156,train
trans_train_03670,C10,C05,부산,대구,15:45:00,16:33:00,KTX,12000,48,train
trans_train_01217,C05,C04,대구,대전,19:49:00,21:49:00,일반열차,9000,120,train
trans_train_01261,C07,C03,울산,천안,13:33:00,15:10:00,KTX,30000,98,train
trans_train_03698,C07,C01,울산,서울,13:33:00,15:46:00,KTX,30000,133,train
trans_train_01220,C05,C04,대구,대전,20:35:00,22:18:00,일반열차,9000,103,train
trans_train_03713,C05,C03,대구,천안,13:58:00,15:10:00,KTX,30000,73,train
trans_train_01222,C05,C01,대구,서울,13:58:00,15:46:00,KTX,30000,108,train
trans_train_01223,C04,C03,대전,천안,14:40:00,15:10:00,KTX,30000,31,train
trans_train_03082,C04,C01,대전,서울,14:40:00,15:46:00,KTX,30000,66,train
trans_train_01275,C03,C01,천안,서울,15:10:00,15:46:00,KTX,30000,36,train
trans_train_03747,C10,C05,부산,대구,15:27:00,16:40:00,KTX,12000,74,train
trans_train_01227,C05,C04,대구,대전,21:37:00,23:34:00,일반열차,9000,117,train
trans_train_01289,C10,C02,부산,수원,13:25:00,15:58:00,KTX,30000,154,train
trans_train_03768,C10,C01,부산,서울,13:25:00,16:29:00,KTX,30000,184,train
trans_train_01230,C05,C04,대구,대전,22:44:00,0:35:00,일반열차,9000,111,train
trans_train_03796,C05,C02,대구,수원,14:06:00,15:58:00,KTX,30000,113,train
trans_train_01232,C05,C01,대구,서울,14:06:00,16:29:00,KTX,30000,143,train
trans_train_01233,C04,C02,대전,수원,14:48:00,15:58:00,KTX,30000,71,train
trans_train_01234,C04,C01,대전,서울,14:48:00,16:29:00,KTX,30000,101,train
trans_train_01299,C02,C01,수원,서울,15:58:00,16:29:00,KTX,30000,31,train
trans_train_03845,C10,C05,부산,대구,16:23:00,17:10:00,KTX,12000,47,train
trans_train_01237,C09,C04,밀양,대전,5:19:00,6:34:00,KTX,14000,76,train
trans_train_01310,C10,C03,부산,천안,13:30:00,15:23:00,KTX,30000,114,train
trans_train_03860,C10,C01,부산,서울,13:30:00,16:05:00,KTX,30000,155,train
trans_train_01240,C09,C04,밀양,대전,6:56:00,8:20:00,KTX,14000,85,train
trans_train_03888,C05,C03,대구,천안,14:11:00,15:23:00,KTX,30000,73,train
trans_train_01242,C05,C01,대구,서울,14:11:00,16:05:00,KTX,30000,114,train
trans_train_01243,C04,C03,대전,천안,14:53:00,15:23:00,KTX,30000,31,train
trans_train_01244,C04,C01,대전,서울,14:53:00,16:05:00,KTX,30000,72,train
trans_train_01325,C03,C01,천안,서울,15:23:00,16:05:00,KTX,30000,42,train
trans_train_03915,C02,C09,수원,밀양,11:56:00,16:31:00,일반열차,20000,275,train
