accomodation_id,city_id,city_name,accom_nm,address,rate,longitude,latitude
AC2062,C01,서울,동서울호텔,서울 광진구 구의강변로 38-0,4.37,127.0918907,37.53416451
AC2063,C01,서울,에이든청담호텔바이베스트웨스턴,서울 강남구 도산대로 216-0,4.37,127.0304791,37.51998374
AC2064,C01,서울,골드리버호텔,서울 금천구 서부샛길 584-0,4.36,126.8770952,37.47835259
AC2065,C01,서울,포레힐호텔,서울 강남구 학동로 117-0,4.35,127.0236484,37.5120754
AC2066,C01,서울,알로프트호텔서울강남,서울 강남구 영동대로 736-0,4.35,127.0556617,37.52374381
AC2067,C01,서울,라마다서울동대문,서울 중구 동호로 354-0,4.34,127.0028006,37.56590078
AC2068,C01,서울,호텔스카이파크킹스타운동대문점,서울 중구 장충단로13길 20-0,4.34,127.0076665,37.56873455
AC2069,C01,서울,알로프트호텔서울명동,서울 중구 남대문로 56-0,4.33,126.9819233,37.56228517
AC2070,C01,서울,베스트웨스턴프리미어강남호텔,서울 강남구 봉은사로 139-0,4.33,127.0297865,37.50637768
AC2071,C01,서울,호텔카푸치노,서울 강남구 봉은사로 155-0,4.32,127.0314963,37.50690009
AC2072,C01,서울,호텔루체브릿지,서울 강서구 마곡동로4길 23-0,4.32,126.836199,37.55964311
AC2073,C01,서울,호텔그레이스리서울,서울 중구 세종대로12길 12-0,4.31,126.976921,37.56162675
AC2074,C01,서울,호텔페이토강남,서울 서초구 강남대로 259-0,4.31,127.0326334,37.48657325
AC2075,C01,서울,역삼아르누보호텔,서울 강남구 언주로 506-0,4.3,127.0428584,37.50341755
AC2076,C01,서울,호텔더디자이너스건대점,서울 광진구 천호대로 521-0,4.3,127.0766,37.55866051
AC2077,C01,서울,메리골드호텔,서울 마포구 양화로 112-0,4.29,126.9197602,37.55331617
AC2078,C01,서울,오클라우드호텔,서울 서초구 사평대로58길 12-0,4.29,127.0237041,37.50304011
AC2079,C01,서울,자이언트호텔,서울 강남구 봉은사로 459-0,4.28,127.0497611,37.5123702
AC2080,C01,서울,센터마크호텔,서울 종로구 인사동5길 38-0,4.28,126.9842107,37.57258424
AC2081,C01,서울,토요코인호텔강남역,서울 서초구 강남대로 323-0,4.27,127.0299757,37.49187494
AC2082,C01,서울,퍼시픽호텔,서울 중구 퇴계로20길 2-0,4.26,126.9854347,37.55971637
AC2083,C01,서울,호텔더디자이너스홍대점,서울 마포구 양화로 86-0,4.26,126.9176186,37.55190761
AC2084,C01,서울,하이서울유스호스텔,서울 영등포구 영신로 200-0,4.25,126.9032996,37.52516742
AC2085,C01,서울,앰배서더서울풀만호텔,서울 중구 동호로 287-0,4.25,127.0021233,37.56057906
AC2086,C01,서울,빅토리아호텔,서울 강북구 도봉로 16-0,4.24,127.0309402,37.61088548
AC2087,C01,서울,임피리얼팰리스서울휴관중,서울 강남구 언주로 640-0,4.24,127.0358848,37.51409813
AC2088,C01,서울,노보텔스위트앰배서더서울용산,서울 용산구 청파로20길 95-0,4.23,126.9608842,37.53216815
AC2089,C01,서울,서울로얄호텔,서울 중구 명동길 61-0,4.23,126.9858643,37.5643862
AC2090,C01,서울,벤허호텔,서울 영등포구 국회대로72길 7-0,4.22,126.9205135,37.5303648
AC2091,C01,서울,호텔컬리넌역삼,서울 강남구 언주로87길 11-0,4.22,127.0420958,37.50136479
AC2092,C01,서울,호텔베이204,서울 도봉구 도봉로 710-0,4.21,127.043655,37.66779793
AC2093,C01,서울,호텔더디자이너스프리미어건대,서울 광진구 동일로 172-0,4.21,127.0672962,37.54734451
AC2094,C01,서울,ENA스위트호텔,서울 중구 세종대로11길 36-0,4.2,126.9738907,37.56231043
AC2095,C01,서울,라까사호텔,서울 강남구 도산대로1길 83-0,4.2,127.0195473,37.52213882
AC2096,C01,서울,마인드호텔,서울 금천구 남부순환로 1262-0,4.19,126.89096,37.47887887
AC2097,C01,서울,호텔크레센도서울,서울 강남구 봉은사로 428-0,4.19,127.0468975,37.51084065
AC2098,C01,서울,아리랑힐호텔동대문,서울 성북구 아리랑로 8-0,4.18,127.0166658,37.59360817
AC2099,C01,서울,로얄스퀘어호텔,서울 강서구 공항대로 30-0,4.17,126.8102774,37.56066234
AC2100,C01,서울,호텔유리앤,서울 강남구 삼성로96길 20-0,4.17,127.0576025,37.50892912
AC2101,C01,서울,호텔데님,서울 강남구 논현로 66-0,4.16,127.0466537,37.47619532
AC2102,C01,서울,Si호텔,서울 금천구 벚꽃로 182-0,4.16,126.887881,37.47127156
AC2103,C01,서울,Blvd호텔,서울 영등포구 영등포로 264-11,4.15,126.9106683,37.51836858
AC2104,C01,서울,로사나부띠끄호텔,서울 송파구 삼학사로 98-0,4.15,127.0975356,37.50601302
AC2105,C01,서울,호텔인나인,서울 강남구 영동대로 618-0,4.14,127.0600381,37.51557723
AC2106,C01,서울,아트리움바비엥2,서울 중구 통일로 114-0,4.14,126.9679327,37.56524197
AC2107,C01,서울,나인브릭호텔,서울 마포구 홍익로5길 32-0,4.13,126.9205714,37.55378226
AC2108,C01,서울,SB호텔,서울 영등포구 영중로4길 36-0,4.13,126.9103564,37.5180875
AC2109,C01,서울,엔트라호텔,서울 강남구 도산대로 508-0,4.12,127.0484693,37.52402512
AC2110,C01,서울,IBC호텔,서울 종로구 난계로 241-0,4.12,127.022842,37.57325442
AC2111,C01,서울,갤럭시호텔,서울 영등포구 버드나루로 90-0,4.11,126.9091091,37.52632594
AC2112,C01,서울,엠쉐르빌,서울 서초구 강남대로61길 17-0,4.11,127.0250419,37.49867887
AC2113,C01,서울,강동그린웨이가족캠핑장,서울 강동구,4.1,127.1237925,37.53019332
AC2114,C01,서울,웨스턴 코업호텔&레지던스,서울 중구 을지로 228-0,4.1,127.0033212,37.56645289
AC2115,C01,서울,노을캠핑장,서울 마포구 하늘공원로 84-0,4.09,126.8818886,37.57232655
AC2116,C01,서울,노블레스관광호텔,서울 노원구 노해로77길 22-0,4.08,127.059349,37.65519283
AC2117,C01,서울,롯데호텔L7명동,서울 중구 퇴계로 137-0,4.08,126.9869761,37.56140556
AC2118,C01,서울,호텔더디자이너스청량리점,서울 동대문구 왕산로 226-0,4.07,127.0476412,37.58171465
AC2119,C01,서울,호텔컬리넌구로,서울 구로구 시흥대로 533-0,4.07,126.8995205,37.48116511
AC2120,C01,서울,호텔해담채가산,서울 금천구 벚꽃로56길 190-0,4.06,126.8887248,37.47949578
AC2121,C01,서울,칼튼호텔,서울 강서구 화곡로 354-10,4.06,126.8524553,37.55454229
AC2122,C01,서울,씨에스에비뉴호텔,서울 은평구 통일로 585-1,4.05,126.9364303,37.59908972
AC2123,C01,서울,리치웰호텔,서울 강남구 테헤란로37길 13-10,4.05,127.0398248,37.50297207
AC2124,C01,서울,호텔페이토삼성,서울 강남구 테헤란로87길 9-0,4.04,127.0587155,37.50845275
AC2125,C01,서울,그랜드앰배서더서울,서울 중구 동호로 287-0,4.04,127.0021233,37.56057906
AC2126,C01,서울,소테츠호텔즈더스프라지르서울명동,서울 중구 남대문로5길 15-0,4.03,126.9787396,37.56207453
AC2127,C01,서울,호텔스타프리미어역삼,서울 강남구 테헤란로33길 6-11,4.03,127.0403339,37.50270826
AC2128,C01,서울,코업시티호텔,서울 구로구 경인로20가길 19-0,4.02,126.8448704,37.49582584
AC2129,C01,서울,안테룸서울,서울 강남구 도산대로 153-0,4.02,127.0252247,37.51886584
AC2130,C01,서울,르메르디앙호텔서울 (폐업),서울 강남구 봉은사로 120-0,4.01,127.0275302,37.50480579
AC2131,C01,서울,포레스타호텔,서울 은평구 진흥로 179-0,4.01,126.9294618,37.60860282
AC2132,C01,서울,호텔스카이파크명동센트럴점,서울 중구 명동9길 16-0,4,126.9852336,37.56464642
AC2133,C01,서울,컬리넌호텔건대1호점,서울 광진구 동일로 212-0,3.99,127.0690504,37.55055304
AC2134,C01,서울,코보스호텔,서울 영등포구 국회대로72길 9-0,3.99,126.9206155,37.53015683
AC2135,C01,서울,4월호텔,서울 강남구 언주로89길 13-0,3.98,127.0418435,37.5016924
AC2136,C01,서울,호텔지엠에스,서울 영등포구 경인로 867-0,3.98,126.9090137,37.5174928
AC2137,C01,서울,파티오세븐,서울 강남구 논현로 736-0,3.97,127.0293064,37.51781064
AC2138,C01,서울,포레스타호텔,서울 송파구 백제고분로7길 23-6,3.97,127.0816477,37.51096474
AC2139,C01,서울,핸드픽트호텔서울,서울 동작구 상도로 120-0,3.96,126.9335563,37.50124684
AC2140,C01,서울,천왕산가족캠핑장,서울 구로구 연동로12길 149-0,3.96,126.8313925,37.47899494
AC2141,C01,서울,호텔더디자이너스동대문점,서울 중구 퇴계로 306-0,3.95,127.0056605,37.56361214
AC2142,C01,서울,오월호텔,서울 강남구 언주로85길 27-0,3.95,127.0410632,37.50058056
AC2143,C01,서울,에스알호텔서울마곡,서울 강서구 강서로 400-0,3.94,126.8394738,37.56111812
AC2144,C01,서울,이지호텔,서울 강서구 화곡로 327-0,3.94,126.8505146,37.55329566
AC2145,C01,서울,호텔포코성수,서울 성동구 성수이로 96-0,3.93,127.0570436,37.54344606
AC2146,C01,서울,오리엔스호텔&레지던스,서울 중구 삼일대로2길 50-0,3.93,126.9911271,37.56008932
AC2147,C01,서울,호텔99프레스티지,서울 도봉구 마들로11길 29-0,3.92,127.0516108,37.65382013
AC2148,C01,서울,서울유스호스텔,서울 중구 퇴계로26가길 6-0,3.92,126.9902663,37.55908878
AC2149,C01,서울,컬리넌호텔왕십리,서울 성동구 무학로2길 47-0,3.91,127.0348095,37.56264804
AC2150,C01,서울,호텔더디자이너스서울역점,서울 용산구 한강대로 305-0,3.9,126.9715772,37.54555205
AC2151,C01,서울,호텔디아티스트,서울 강남구 테헤란로29길 11-0,3.9,127.0384825,37.502402
AC2152,C01,서울,녹스호텔,서울 강남구 테헤란로37길 13-13,3.89,127.0397424,37.50269756
AC2153,C01,서울,딜라이트호텔,서울 송파구 오금로11길 21-9,3.89,127.1093104,37.5153882
AC2154,C01,서울,호텔스카이파크동대문1호점,서울 중구 동호로 335-0,3.88,127.0021073,37.56419818
AC2155,C01,서울,골든호텔,서울 강서구 마곡중앙6로 89-0,3.88,126.8372932,37.56017171
AC2156,C01,서울,에이치에비뉴건대점,서울 광진구 동일로 156-0,3.87,127.0665683,37.54603667
AC2157,C01,서울,호텔신라영빈관,서울 중구 동호로 249-0,3.87,127.0079529,37.55750551
AC2158,C01,서울,호텔더캐슬신천점,서울 송파구 올림픽로12길 4-17,3.86,127.0818014,37.51108536
AC2159,C01,서울,임피리얼팰리스부티크호텔,서울 용산구 이태원로 221-0,3.86,126.9982287,37.53536479
AC2160,C01,서울,카파쓰호텔,서울 강남구 언주로89길 21-0,3.85,127.041132,37.50152407
AC2161,C01,서울,호텔컬리넌개포,서울 강남구 논현로 74-1,3.85,127.0459229,37.47684694
AC2162,C01,서울,라바호텔,서울 서초구 효령로53길 40-0,3.84,127.0136174,37.48649759
AC2163,C01,서울,아르고호텔,서울 강동구 진황도로 93-0,3.84,127.1368917,37.53617601
AC2164,C01,서울,로프트관광호텔,서울 영등포구 선유동2로 72-0,3.83,126.8987355,37.53464699
AC2165,C01,서울,이비스스타일앰배서더명동,서울 중구 삼일대로 302-0,3.82,126.9893891,37.56168214
AC2166,C01,서울,스타즈호텔명동1호점,서울 중구 충무로9길 20-0,3.81,126.9913203,37.56701313
AC2167,C01,서울,호텔더캐슬방이점,서울 송파구 올림픽로32길 7-0,3.81,127.1090877,37.51545787
AC2168,C01,서울,포레스타호텔,서울 성동구 무학로2길 51-0,3.8,127.0353051,37.5624485
AC2169,C01,서울,현대레지던스,서울 중구 마른내로12길 7-4,3.8,127.0007466,37.56385257
AC2170,C01,서울,트레블로지명동을지로호텔,서울 중구 수표로 61-0,3.79,126.9893549,37.56660185
AC2171,C01,서울,호텔케이월드,서울 광진구 동일로 90-0,3.79,127.0634031,37.54058512
AC2172,C01,서울,바비엥스위트1,서울 중구 통일로 102-0,3.78,126.9684963,37.56430446
AC2173,C01,서울,트리아호텔,서울 강남구 테헤란로33길 16-0,3.78,127.0393946,37.50287166
AC2174,C01,서울,이사벨관광호텔,서울 금천구 가산로 50-0,3.77,126.8975093,37.47170377
AC2175,C01,서울,이비스앰배서더인사동,서울 종로구 삼일대로30길 31-0,3.77,126.9895139,37.57437583
AC2176,C01,서울,AC호텔바이메리어트서울강남 건축중(2022년03월오픈예정),서울 강남구 테헤란로25길 10-0,3.76,127.0354244,37.50124165
AC2177,C01,서울,베스트웨스턴프리미어호텔국도,서울 중구 을지로 164-0,3.76,126.9962988,37.56617952
AC2178,C01,서울,소설호텔,서울 서초구 반포대로14길 53-0,3.75,127.0137798,37.48638711
AC2179,C01,서울,더데이호텔,서울 도봉구 도봉로 903-0,3.75,127.0456514,37.68511786
AC2180,C01,서울,몽호텔,서울 종로구 종로16길 28-0,3.74,126.9884798,37.56887074
AC2181,C01,서울,브라운도트호텔성신여대점,서울 성북구 동소문로23길 11-0,3.74,127.0173172,37.59395874
AC2182,C01,서울,무수아취,서울 도봉구 도봉로169길 249-0,3.73,127.0330874,37.67638761
AC2183,C01,서울,잠실관광호텔,서울 송파구 삼전로 67-0,3.72,127.0880471,37.50492007
AC2184,C01,서울,소테츠호텔즈더스프라지르서울동대문,서울 중구 장충단로 226-0,3.72,127.0077619,37.564718
AC2185,C01,서울,호텔자자,서울 송파구 오금로11길 47-0,3.71,127.1124184,37.51578488
AC2186,C01,서울,홀리데이인익스프레스서울홍대,서울 마포구 양화로 188-0,3.71,126.9264983,37.55774581
AC2187,C01,서울,호텔더디자이너스종로점,서울 종로구 수표로 89-8,3.7,126.9890256,37.56936697
AC2188,C01,서울,톰지호텔,서울 송파구 오금로11길 21-12,3.7,127.1095698,37.51556816
AC2189,C01,서울,렉스관광호텔,서울 강남구 강남대로 588-0,3.69,127.0205318,37.5143684
AC2190,C01,서울,아이엠티호텔1,서울 강동구 천중로42길 78-0,3.69,127.1381822,37.5376863
AC2191,C01,서울,나인트리호텔동대문,서울 중구 을지로 224-0,3.68,127.002933,37.56661337
AC2192,C01,서울,동그라미호텔,서울 송파구 오금로11길 47-10,3.68,127.1128496,37.51593493
AC2193,C01,서울,티마크호텔명동,서울 중구 충무로 15-0,3.67,126.9926006,37.56258635
AC2194,C01,서울,데쟈트호텔,서울 영등포구 영중로4길 9-6,3.67,126.9075301,37.51781709
AC2195,C01,서울,티롤관광호텔,서울 서초구 나루터로 64-0,3.66,127.0169872,37.51504607
AC2196,C01,서울,호텔야자강서구청점,서울 강서구 화곡로 248-8,3.66,126.8463875,37.54719818
AC2197,C01,서울,프리미어호텔XYM,서울 강남구 테헤란로28길 3-12,3.65,127.0396487,37.50103479
AC2198,C01,서울,쉐라톤서울팔래스강남호텔 (폐업),서울 서초구 사평대로 160-0,3.65,127.0024742,37.50144272
AC2199,C01,서울,센트럴관광호텔,서울 종로구 청계천로 137-0,3.64,126.9929619,37.56897894
AC2200,C01,서울,호텔페트라,서울 영등포구 경인로 879-0,3.63,126.9101253,37.51794316
AC2201,C01,서울,넘버25호텔,서울 강서구 남부순환로 188-0,3.63,126.819608,37.54863136
AC2202,C01,서울,시그니처호텔,서울 동대문구 장한로21길 8-0,3.62,127.0697641,37.57022119
AC2203,C01,서울,강남패밀리호텔,서울 강남구 봉은사로 143-0,3.62,127.0301926,37.50647623
AC2204,C01,서울,에이치에비뉴성신여대점,서울 성북구 동소문로 130-0,3.61,127.0190386,37.59414372
AC2205,C01,서울,소피아관광호텔,서울 도봉구 도봉로 511-0,3.61,127.0357092,37.65109541
AC2206,C01,서울,호텔에스,서울 강서구 곰달래로 108-0,3.6,126.8446848,37.53018652
AC2207,C01,서울,가야라트리호텔,서울 용산구 한강대로 253-0,3.6,126.9723217,37.5408382
AC2208,C01,서울,호텔드씨엘,서울 중랑구 동일로 866-0,3.59,127.0786177,37.60771385
AC2209,C01,서울,호텔디아티스트연신내점,서울 은평구 통일로 891-0,3.59,126.9194363,37.62249649
AC2210,C01,서울,SR호텔사당,서울 동작구 동작대로1길 15-0,3.58,126.9804166,37.47715536
AC2211,C01,서울,프린세스호텔,서울 강남구 압구정로46길 17-0,3.58,127.0366388,37.52738904
AC2212,C01,서울,컬리넌호텔건대2호점,서울 광진구 동일로 214-0,3.57,127.0691773,37.55081398
AC2213,C01,서울,HOTEL2.4,서울 송파구 오금로11길 55-16,3.57,127.1138804,37.51574194
AC2214,C01,서울,호텔컬리넌대치,서울 강남구 테헤란로78길 14-16,3.56,127.0542439,37.50510757
AC2215,C01,서울,VOLL모텔,서울 강서구 강서로5나길 30-0,3.56,126.8466225,37.52877755
AC2216,C01,서울,호텔더메이,서울 종로구 수표로26길 10-0,3.55,126.9895719,37.57198423
AC2217,C01,서울,바티카호텔,서울 종로구 청계천로 341-0,3.54,127.0155281,37.57012834
AC2218,C01,서울,에이치호텔,서울 금천구 디지털로11길 18-0,3.54,126.8885154,37.47943242
AC2219,C01,서울,호텔잠실스테이,서울 송파구 삼전로 67-0,3.53,127.0880471,37.50492007
AC2220,C01,서울,레인보우호텔,서울 용산구 한강대로71길 48-0,3.53,126.9721407,37.54143921
AC2221,C01,서울,라비앙호텔,서울 송파구 올림픽로12길 4-15,3.52,127.0821991,37.51107004
AC2222,C01,서울,JS호텔,서울 서초구 반포대로28길 97-0,3.52,127.0133967,37.49239318
AC2223,C01,서울,호텔부티크나인능동점,서울 광진구 천호대로 560-0,3.51,127.0801062,37.55645579
AC2224,C01,서울,블루힐모텔,서울 강서구 까치산로 88-5,3.51,126.8483515,37.54632107
AC2225,C01,서울,호텔부티크나인,서울 동대문구 왕산로 28-0,3.5,127.02681,37.57638328
AC2226,C01,서울,뜨랑블루호텔,서울 관악구 신림동7길 52-0,3.5,126.9267818,37.48460448
AC2227,C01,서울,영동호텔공사중(2022년완공예정),서울 강남구 도산대로 144-0,3.49,127.0246113,37.51776324
AC2228,C01,서울,밀리오레호텔서울명동,서울 중구 퇴계로 115-0,3.49,126.9845142,37.56105243
AC2229,C01,서울,호텔초콜릿,서울 강서구 강서로5가길 24-0,3.48,126.8467406,37.52934029
AC2230,C01,서울,엘르인호텔,서울 용산구 한강대로71길 24-0,3.48,126.9721886,37.5403519
AC2231,C01,서울,드림호텔,서울 강서구 공항대로46길 66-0,3.47,126.8513959,37.55318271
AC2232,C01,서울,디에이스호텔,서울 강남구 테헤란로77길 11-5,3.47,127.0540334,37.50697977
AC2233,C01,서울,새턴호텔,서울 성동구 자동차시장1길 29-0,3.46,127.0608225,37.56140386
AC2234,C01,서울,호텔인카페독산사거리점,서울 금천구 가산로 35-0,3.46,126.8989117,37.47115609
AC2235,C01,서울,뉴서울호텔,서울 중구 세종대로22길 16-0,3.45,126.9781652,37.56798883
AC2236,C01,서울,더스테이호텔,서울 금천구 디지털로11길 14-0,3.44,126.8886459,37.47934352
AC2237,C01,서울,호텔야자성신여대역점,서울 성북구 아리랑로2길 11-0,3.44,127.0167964,37.59342255
AC2238,C01,서울,렉시호텔,서울 강남구 테헤란로16길 11-0,3.43,127.0339226,37.49880892
AC2239,C01,서울,CF호텔,서울 강남구 언주로85길 10-0,3.43,127.0422721,37.50125769
AC2240,C01,서울,트레블로지동대문호텔,서울 중구 동호로 359-0,3.42,127.0018924,37.5664304
AC2241,C01,서울,발리관광호텔,서울 강동구 풍성로 210-0,3.42,127.1349942,37.52905813
AC2242,C01,서울,WD호텔,서울 관악구 신림로 349-0,3.41,126.929192,37.48551596
AC2243,C01,서울,타라호텔,서울 강남구 선릉로100길 56-0,3.41,127.0518776,37.50669539
AC2244,C01,서울,NINETH호텔,서울 서초구 반포대로14길 51-0,3.4,127.0136225,37.48628522
AC2245,C01,서울,54번가호텔,서울 관악구 관악로17길 19-0,3.4,126.950601,37.48067835
AC2246,C01,서울,라뷰호텔,서울 강동구 올림픽로72길 11-0,3.39,127.1248289,37.5399051
AC2247,C01,서울,파로스관광호텔,서울 송파구 올림픽로10길 5-0,3.39,127.0811757,37.51108219
AC2248,C01,서울,호텔라싸,서울 서대문구 연세로2가길 3-0,3.38,126.9373153,37.55611034
AC2249,C01,서울,캘리포니아호텔,서울 강남구 선릉로100길 52-0,3.38,127.0514396,37.50664918
AC2250,C01,서울,다나호텔,서울 종로구 수표로18길 10-0,3.37,126.9901155,37.56917525
AC2251,C01,서울,벤호텔,서울 강남구 언주로87길 41-0,3.36,127.0398849,37.50070981
AC2252,C01,서울,아마레호텔,서울 종로구 수표로22길 7-0,3.35,126.9897779,37.57141716
AC2253,C01,서울,호텔어반,서울 송파구 오금로11길 23-18,3.35,127.1098953,37.5159242
AC2254,C01,서울,E호텔,서울 서초구 반포대로18길 40-0,3.34,127.0126078,37.48697235
AC2255,C01,서울,마리호텔,서울 금천구 디지털로11길 12-0,3.34,126.888783,37.47918976
AC2256,C01,서울,보보호텔,서울 마포구 양화로 94-0,3.33,126.9181997,37.55232625
AC2257,C01,서울,호텔베뉴지,서울 종로구 청계천로 117-0,3.33,126.990748,37.56860587
AC2258,C01,서울,코너호텔,서울 송파구 송파대로 385-0,3.32,127.1097556,37.5016663
AC2259,C01,서울,라이프스타일F호텔,서울 영등포구 경인로108길 8-0,3.32,126.9111979,37.51712136
AC2260,C01,서울,위시앤스테이모텔,서울 광진구 광나루로 594-0,3.31,127.0942576,37.54218812
AC2261,C01,서울,셀립은평,서울 은평구 통일로 742-0,3.31,126.9293613,37.61182371
AC2262,C01,서울,스테이호텔강남,서울 강남구 논현로87길 15-4,3.3,127.0354574,37.49941809
AC2263,C01,서울,아마레,서울 강남구 논현로 328-0,3.3,127.0402188,37.49467601
AC2264,C01,서울,골든서울호텔,서울 강서구 공항대로 663-0,3.29,126.8781166,37.54790851
AC2265,C01,서울,아벤트리종로호텔,서울 종로구 우정국로 46-0,3.29,126.9833386,37.57310643
AC2266,C01,서울,서초STAY호텔,서울 서초구 반포대로30길 35-0,3.28,127.0104741,37.49217868
AC2267,C01,서울,갤러리아호텔,서울 구로구 경인로22길 36-0,3.28,126.8456873,37.49597377
AC2268,C01,서울,호텔첼로,서울 송파구 오금로11길 23-19,3.27,127.109626,37.51583805
AC2269,C01,서울,호텔어반,서울 관악구 난곡로64길 5-0,3.26,126.9149722,37.48135393
AC2270,C01,서울,브릭스호텔,서울 은평구 은평로8길 1-0,3.26,126.9211885,37.5999015
AC2271,C01,서울,해담채스테이호텔,서울 강서구 곰달래로 70-1,3.25,126.8406022,37.53002548
AC2272,C01,서울,이너스모텔,서울 강동구 올림픽로72길 19-0,3.25,127.1249988,37.53965967
AC2273,C01,서울,부티크호텔K동대문점,서울 동대문구 천호대로 341-0,3.24,127.0576053,37.56360877
AC2274,C01,서울,롯데호텔서울이그제큐티브타워,서울 중구 을지로 30-0,3.24,126.9810076,37.56534589
AC2275,C01,서울,SM부티크호텔,서울 동대문구 천호대로 291-1,3.23,127.0535321,37.56682499
AC2276,C01,서울,리비에르호텔,서울 성북구 동소문로20나길 33-0,3.23,127.0182752,37.59263324
AC2277,C01,서울,호텔스타선릉,서울 강남구 선릉로92길 8-0,3.22,127.0494053,37.5052926
AC2278,C01,서울,코아텔쉐르빌호텔,서울 서초구 강남대로53길 11-0,3.22,127.0279164,37.49396164
AC2279,C01,서울,돈키호텔,서울 관악구 신림로66길 30-0,3.21,126.9314289,37.48547899
AC2280,C01,서울,에이치호텔,서울 서초구 효령로55길 51-0,3.21,127.0139863,37.48710519
AC2281,C01,서울,그레이호텔,서울 강남구 선릉로90길 46-0,3.2,127.0529124,37.50490455
AC2282,C01,서울,포도모텔,서울 관악구 신림로64길 16-0,3.2,126.9307017,37.48490435
AC2283,C01,서울,쎄비앙호텔,서울 구로구 경인로22길 37-0,3.19,126.8457707,37.49630977
AC2284,C01,서울,신트라호텔,서울 관악구 신림로66길 16-0,3.19,126.9305886,37.48531983
AC2285,C01,서울,호텔디아티스트성신여대점,서울 성북구 동소문로 126-0,3.18,127.0187862,37.5938913
AC2286,C01,서울,BNW호텔,서울 송파구 오금로11길 23-13,3.17,127.109714,37.51562416
AC2287,C01,서울,트라움호텔,서울 송파구 오금로11길 21-19,3.17,127.1091576,37.51574081
AC2288,C01,서울,목시서울인사동,서울 종로구 돈화문로11길 37-0,3.16,126.9893407,37.57229722
AC2289,C01,서울,앰배서더서울풀만호텔오픈예정,서울 중구 동호로 287-0,3.16,127.0021233,37.56057906
AC2290,C01,서울,호텔나인,서울 동대문구 장한로24길 8-0,3.15,127.0713037,37.57062815
AC2291,C01,서울,호텔 미드시티명동,서울 중구 다동길 30-0,3.15,126.9809228,37.56764125
AC2292,C01,서울,프로비스타호텔,서울 서초구 서초대로 338-0,3.14,127.0186247,37.49484826
AC2293,C01,서울,토요코인서울영등포점,서울 영등포구 신길로 293-0,3.14,126.9119535,37.51769496
AC2294,C01,서울,서울프린스호텔,서울 중구 퇴계로 130-0,3.13,126.9862738,37.56067099
AC2295,C01,서울,프레이져플레이스남대문,서울 중구 세종대로 58-0,3.13,126.9764713,37.56131185
AC2296,C01,서울,포레스타2호텔,서울 송파구 백제고분로7길 23-5,3.12,127.0813583,37.51097737
AC2297,C01,서울,호텔야자종로점,서울 종로구 수표로28길 9-1,3.12,126.9889186,37.5730851
AC2298,C01,서울,쌍마모텔,서울 동대문구 전농로 12-0,3.11,127.0560116,37.5660352
AC2299,C01,서울,메이호텔,서울 중랑구 망우로52길 28-0,3.11,127.0899778,37.59613945
AC2300,C01,서울,CL모텔,서울 강서구 강서로5나길 136-0,3.1,126.8406048,37.52842531
AC2301,C01,서울,MRG호텔,서울 동작구 동작대로9길 4-0,3.1,126.9812872,37.48069638
AC2302,C01,서울,거기모텔,서울 강서구 강서로5가길 30-0,3.09,126.8462745,37.5292094
AC2303,C01,서울,호텔아비숑,서울 종로구 율곡로6길 19-0,3.08,126.9896159,37.57643623
AC2304,C01,서울,호텔티제이,서울 강서구 남부순환로 196-0,3.08,126.8200469,37.54797313
AC2305,C01,서울,앨리스넥스트도어호텔,서울 강서구 강서로7길 124-0,3.07,126.8407293,37.52902338
AC2306,C01,서울,더그레이호텔,서울 서대문구 수색로 34-6,3.07,126.9153155,37.56965966
AC2307,C01,서울,티트리호텔,서울 관악구 승방2길 9-0,3.06,126.9809876,37.47430025
AC2308,C01,서울,스타일호텔,서울 서초구 방배중앙로 171-0,3.06,126.9859258,37.49425449
AC2309,C01,서울,린호텔,서울 강남구 언주로87길 50-0,3.05,127.0390993,37.50069772
AC2310,C01,서울,넘버25호텔신도림점,서울 구로구 공원로6가길 22-0,3.05,126.8909977,37.50261648
AC2311,C01,서울,더포스트호텔,서울 종로구 수표로18길 15-1,3.04,126.9905781,37.56949442
AC2312,C01,서울,호텔시애틀,서울 강남구 테헤란로2길 37-0,3.04,127.0299994,37.49587027
AC2313,C01,서울,호텔가을,서울 서대문구 연세로2나길 13-0,3.03,126.9379736,37.55671525
AC2314,C01,서울,월호텔,서울 서대문구 연세로2길 101-10,3.03,126.9425077,37.5576281
AC2315,C01,서울,브라운도트호텔종로점,서울 종로구 수표로22길 5-0,3.02,126.9896297,37.57129579
AC2316,C01,서울,호텔브릿지,서울 영등포구 영등포로 9-0,3.02,126.8825825,37.52374136
AC2317,C01,서울,영빈호텔,서울 중구 퇴계로56길 18-0,3.01,127.0055188,37.56300109
AC2318,C01,서울,스테이락호텔,서울 중구 퇴계로 211-5,3.01,126.9950267,37.56192929
AC2319,C01,서울,베니키아서울호텔,서울 강서구 화곡로68길 116-0,2.99,126.8599362,37.55681777
AC2320,C01,서울,호텔메트로21,서울 관악구 승방2길 7-0,2.99,126.9810015,37.47414347
AC2321,C01,서울,테마호텔,서울 중랑구 망우로52길 8-0,2.99,127.0892665,37.59680051
AC2322,C01,서울,애인호텔,서울 강남구 압구정로2길 2-0,2.98,127.0191392,37.5213388
